id,industry_group_id,industry_group_slug,source_site,title,company,location,salary,salary_min,salary_max,skills,experience_level,employment_type,description,requirements,posted_date,application_deadline,job_url,apply_url,content_hash,is_active,first_seen_at,last_seen_at,created_at,updated_at,raw_data
163,4,accounting-auditing,vietnamworks,Accounting Assistant Manager,Tesa Site Haiphong Company Limited,"","",,,{},,,Vị trí tại Tesa Site Haiphong Company Limited. Xem chi tiết và ứng tuyển trực tiếp trên VietnamWorks.,"",,,https://www.vietnamworks.com/accounting-assistant-manager-2052545-jv,https://www.vietnamworks.com/accounting-assistant-manager-2052545-jv?source=searchResults&searchType=2&placement=2052545&sortBy=date&qs=0,0c84f9ac85ac34f5a3e27c8d4529a604bb4b84dd154b1dbb4716be14fbcf0730,t,2026-05-12 13:18:44.826595+00,2026-05-12 13:18:44.826595+00,2026-05-12 13:18:44.847589+00,2026-05-12 13:18:44.847589+00,"{'"source'": '"dom'"}"
162,4,accounting-auditing,vietnamworks,"Trưởng Phòng Kế Toán/ Kế Toán Trưởng (Ưu Tiên Kinh Nghiệm Làm Qua Các Công Ty Sản Xuất, Xuất Khẩu)",Công Ty TNHH Thương Mại Nhân Hoàng,"","",,,{},,,Vị trí tại Công Ty TNHH Thương Mại Nhân Hoàng. Xem chi tiết và ứng tuyển trực tiếp trên VietnamWorks.,"",,,https://www.vietnamworks.com/truong-phong-ke-toan-ke-toan-truong-uu-tien-kinh-nghiem-lam-qua-cac-cong-ty-san-xuat-xuat-khau-2046910-jv,https://www.vietnamworks.com/truong-phong-ke-toan-ke-toan-truong-uu-tien-kinh-nghiem-lam-qua-cac-cong-ty-san-xuat-xuat-khau-2046910-jv?source=searchResults&searchType=2&placement=2046910&sortBy=date&qs=0,62351be9e96a75092e892a6031594dbddf44b3de9a7d73cbcde890e973de2c9c,t,2026-05-12 13:18:44.826595+00,2026-05-12 13:18:46.505241+00,2026-05-12 13:18:44.847589+00,2026-05-12 13:18:46.505241+00,"{'"source'": '"dom'"}"
164,4,accounting-auditing,vietnamworks,Kế Toán Trưởng - Chief Accountant,Công Ty TNHH Chosun VINA,"","",,,{},,,Vị trí tại Công Ty TNHH Chosun VINA. Xem chi tiết và ứng tuyển trực tiếp trên VietnamWorks.,"",,,https://www.vietnamworks.com/ke-toan-truong-chief-accountant--2040632-jv,https://www.vietnamworks.com/ke-toan-truong-chief-accountant--2040632-jv?source=searchResults&searchType=2&placement=2040632&sortBy=date&qs=0,5782f61cb1257d8304c4c8213f0ccfc23149ae79d9a4e02247cfc7ee57e09ee7,t,2026-05-12 13:18:44.826595+00,2026-05-12 13:18:44.826595+00,2026-05-12 13:18:44.847589+00,2026-05-12 13:18:44.847589+00,"{'"source'": '"dom'"}"
165,4,accounting-auditing,vietnamworks,Kế Toán Trưởng (Chief Accountant),Công Ty TNHH Kuang Tai (VN),"","",,,{},,,Vị trí tại Công Ty TNHH Kuang Tai (VN). Xem chi tiết và ứng tuyển trực tiếp trên VietnamWorks.,"",,,https://www.vietnamworks.com/ke-toan-truong-chief-accountant--2025022-jv,https://www.vietnamworks.com/ke-toan-truong-chief-accountant--2025022-jv?source=searchResults&searchType=2&placement=2025022&sortBy=date&qs=0,f7d3dd91b2d7926ad8211d10b66f56f475598aedd06cfd707285c7f190ae8377,t,2026-05-12 13:18:44.826595+00,2026-05-12 13:18:44.826595+00,2026-05-12 13:18:44.847589+00,2026-05-12 13:18:44.847589+00,"{'"source'": '"dom'"}"
166,4,accounting-auditing,vietnamworks,Kế Toán Trưởng Thu Nhập Hấp Dẫn,Công Ty Cổ Phần Diligo Holdings,"","",,,{},,,Vị trí tại Công Ty Cổ Phần Diligo Holdings. Xem chi tiết và ứng tuyển trực tiếp trên VietnamWorks.,"",,,https://www.vietnamworks.com/ke-toan-truong-thu-nhap-hap-dan--2043589-jv,https://www.vietnamworks.com/ke-toan-truong-thu-nhap-hap-dan--2043589-jv?source=searchResults&searchType=2&placement=2043589&sortBy=date&qs=0,d2ea6021c1d515ef15b4d858de1cca5a4b4bb7d66d8df9ced8d68c31f8a8951c,t,2026-05-12 13:18:44.826595+00,2026-05-12 13:18:44.826595+00,2026-05-12 13:18:44.847589+00,2026-05-12 13:18:44.847589+00,"{'"source'": '"dom'"}"
676,4,accounting-auditing,topcv,"Kế Toán Tổng Hợp, Lương Từ 15-20 Triệu, Tại Cái Bè, Tiền Giang (Cũ), Đi Làm Ngay",CÔNG TY TRÁCH NHIỆM HỮU HẠN XUẤT NHẬP KHẨU TRÁI CÂY DIỄM PHÚC,Đồng Tháp (mới),15 - 20 triệu,15,20,{},,,"","",,,https://www.topcv.vn/viec-lam/ke-toan-tong-hop-luong-tu-15-20-trieu-tai-cai-be-tien-giang-cu-di-lam-ngay/2123769.html,https://www.topcv.vn/viec-lam/ke-toan-tong-hop-luong-tu-15-20-trieu-tai-cai-be-tien-giang-cu-di-lam-ngay/2123769.html,7a2951cc8e2373a4f39f0c95afaf9e8b8f6ffcca20219aacb7b38e9dbfc64fc9,t,2026-05-13 18:53:37.095172+00,2026-05-13 18:53:37.095172+00,2026-05-13 18:53:37.044982+00,2026-05-13 18:53:37.044982+00,"{'"source'": '"dom'"}"
168,12,construction-engineering,topcv,Kỹ Sư Điện/ Kỹ Sư QS - Thu Nhập Từ 20 - 40 Triệu - Nghỉ Thứ 7,CÔNG TY CỔ PHẦN CÔNG NGHỆ VITEQ VIỆT NAM,Hà Nội,20 - 40 triệu,20,40,{},,,"","",,,https://www.topcv.vn/viec-lam/ky-su-dien-ky-su-qs-thu-nhap-tu-20-40-trieu-nghi-thu-7/2129503.html,https://www.topcv.vn/viec-lam/ky-su-dien-ky-su-qs-thu-nhap-tu-20-40-trieu-nghi-thu-7/2129503.html,d3d4455c052dc0c4bd0c42ec23c73d11ec26e4c70b9668b6ca5ab9be500421b6,t,2026-05-12 13:18:44.826595+00,2026-05-12 13:18:44.826595+00,2026-05-12 13:18:44.847589+00,2026-05-12 13:18:44.847589+00,"{'"source'": '"dom'"}"
170,12,construction-engineering,topcv,"Kỹ Sư Trắc Đạc, Thu Nhập Từ 22-32 Triệu, Tại Hà Nội Và Các Tỉnh Miền Bắc","",Hà Nội,22 - 32 triệu,22,32,{},,,"","",,,https://www.topcv.vn/viec-lam/ky-su-trac-dac-thu-nhap-tu-22-32-trieu-tai-ha-noi-va-cac-tinh-mien-bac/2148258.html,https://www.topcv.vn/viec-lam/ky-su-trac-dac-thu-nhap-tu-22-32-trieu-tai-ha-noi-va-cac-tinh-mien-bac/2148258.html,62d21f78896c4104c06ae5eb0758e50963b5756d57705b657bb7659e715ef9af,t,2026-05-12 13:18:44.826595+00,2026-05-12 13:18:44.826595+00,2026-05-12 13:18:44.847589+00,2026-05-12 13:18:44.847589+00,"{'"source'": '"dom'"}"
171,4,accounting-auditing,topcv,"Cán Bộ Hồ Sơ Thanh Quyết Toán, Thu Nhập Từ 22-32 Triệu, Tại Hà Nội Và Các Tỉnh Miền Bắc","",Hà Nội,22 - 32 triệu,22,32,{},,,"","",,,https://www.topcv.vn/viec-lam/can-bo-ho-so-thanh-quyet-toan-thu-nhap-tu-22-32-trieu-tai-ha-noi-va-cac-tinh-mien-bac/1874464.html,https://www.topcv.vn/viec-lam/can-bo-ho-so-thanh-quyet-toan-thu-nhap-tu-22-32-trieu-tai-ha-noi-va-cac-tinh-mien-bac/1874464.html,6ec31ed69e6b8f5cab5edee1b81cd1f05e3345ad41b252636f50318a90b0a21e,t,2026-05-12 13:18:44.826595+00,2026-05-12 13:18:44.826595+00,2026-05-12 13:18:44.847589+00,2026-05-12 13:18:44.847589+00,"{'"source'": '"dom'"}"
172,6,sales-business-development,topcv,Nhân Viên Kinh Doanh Giải Pháp Dành Cho Hộ Kinh Doanh - Không Giới Hạn Chuyên Ngành,"",Hà Nội & Hồ Chí Minh (mới),Tới 20 triệu,,,{},,,"","",,,https://www.topcv.vn/brand/misa/tuyen-dung/nhan-vien-kinh-doanh-giai-phap-danh-cho-ho-kinh-doanh-khong-gioi-han-chuyen-nganh-j2153686.html,https://www.topcv.vn/brand/misa/tuyen-dung/nhan-vien-kinh-doanh-giai-phap-danh-cho-ho-kinh-doanh-khong-gioi-han-chuyen-nganh-j2153686.html,d4ad7435270102a8c3c1cbfac21e7e7b83bec684ffe19c78f22251a9933863ac,t,2026-05-12 13:18:44.826595+00,2026-05-12 13:18:44.826595+00,2026-05-12 13:18:44.847589+00,2026-05-12 13:18:44.847589+00,"{'"source'": '"dom'"}"
173,6,sales-business-development,topcv,Nhân Viên Kinh Doanh/Tư Vấn/Sales Logistics Thu Nhập Theo Năng Lực Up To 30M +++ Đi Làm Ngay,"",Hà Nội,10 - 30 triệu,10,30,{},,,"","",,,https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-tu-van-sales-logistics-thu-nhap-theo-nang-luc-up-to-30m-di-lam-ngay/2038139.html,https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-tu-van-sales-logistics-thu-nhap-theo-nang-luc-up-to-30m-di-lam-ngay/2038139.html,9bcae19bfb4e96ea757e972cbe51fc73e555a077aed2b8bc3b5013939f8aa72a,t,2026-05-12 13:18:44.826595+00,2026-05-12 13:18:44.826595+00,2026-05-12 13:18:44.847589+00,2026-05-12 13:18:44.847589+00,"{'"source'": '"dom'"}"
174,12,construction-engineering,topcv,Kỹ Sư Giám Sát Công Trình Xây Dựng Thi Công Nhôm Kính (Theo Dự Án),CÔNG TY CỔ PHẦN SMARTDOOR 168,Hà Nội,15 - 20 triệu,15,20,{},,,"","",,,https://www.topcv.vn/viec-lam/ky-su-giam-sat-cong-trinh-xay-dung-thi-cong-nhom-kinh-theo-du-an/2145877.html,https://www.topcv.vn/viec-lam/ky-su-giam-sat-cong-trinh-xay-dung-thi-cong-nhom-kinh-theo-du-an/2145877.html,63e45c0cb5af1867c5ce933f8170b3e8db648497c9dde77202b24d2b0aa11714,t,2026-05-12 13:18:44.826595+00,2026-05-12 13:18:44.826595+00,2026-05-12 13:18:44.847589+00,2026-05-12 13:18:44.847589+00,"{'"source'": '"dom'"}"
175,6,sales-business-development,topcv,"Nhân Viên Kinh Doanh B2B (Sales Thị Trường Mảng Bao Bì Giấy) - Thu Nhập Không Giới Hạn, Lương Cứng Từ 10 Triệu",CÔNG TY CỔ PHẦN IN HOA LONG,Hà Nội,10 - 50 triệu,10,50,{},,,"","",,,https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-b2b-sales-thi-truong-mang-bao-bi-giay-thu-nhap-khong-gioi-han-luong-cung-tu-10-trieu/2096691.html,https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-b2b-sales-thi-truong-mang-bao-bi-giay-thu-nhap-khong-gioi-han-luong-cung-tu-10-trieu/2096691.html,6946ada68da633cf8aedf743f6dc605d0fd8338c2b6b514fa2badc596f934ddb,t,2026-05-12 13:18:44.826595+00,2026-05-12 13:18:44.826595+00,2026-05-12 13:18:44.847589+00,2026-05-12 13:18:44.847589+00,"{'"source'": '"dom'"}"
176,6,sales-business-development,topcv,Nhân Viên Kinh Doanh/ Sales Quốc Tế _ 01 Năm Kinh Nghiệm _ Lương Cứng 10-13M++ _ Đi Làm Ngay Tại Hà Nội,CÔNG TY CỔ PHẦN AN THỊNH TIẾN PLASTIC,Ninh Bình (mới) & Hà Nội,Thoả thuận,,,{},,,"","",,,https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-sales-quoc-te-01-nam-kinh-nghiem-luong-cung-10-13m-di-lam-ngay-tai-ha-noi/2124488.html,https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-sales-quoc-te-01-nam-kinh-nghiem-luong-cung-10-13m-di-lam-ngay-tai-ha-noi/2124488.html,9c9a9d5fb1fe8ef1a9765bc2c48d1f0fa3ce708e2c2cc0cf49800572f5195699,t,2026-05-12 13:18:44.826595+00,2026-05-12 13:18:44.826595+00,2026-05-12 13:18:44.847589+00,2026-05-12 13:18:44.847589+00,"{'"source'": '"dom'"}"
177,4,accounting-auditing,topcv,"Cán Bộ Kỹ Thuật Hiện Trường Phúc Lợi Hấp Dẫn Tại Hà Nội, Hưng Yên",CÔNG TY CỔ PHẦN ĐẦU TƯ XÂY DỰNG ACT,Hà Nội & Hưng Yên (mới),18 - 25 triệu,18,25,{},,,"","",,,https://www.topcv.vn/viec-lam/can-bo-ky-thuat-hien-truong-phuc-loi-hap-dan-tai-ha-noi-hung-yen/2098985.html,https://www.topcv.vn/viec-lam/can-bo-ky-thuat-hien-truong-phuc-loi-hap-dan-tai-ha-noi-hung-yen/2098985.html,75240c59dc118e6ff32c58e232c36e7d675efa98701b62055dfd41ebfe7d2f52,t,2026-05-12 13:18:44.826595+00,2026-05-12 13:18:44.826595+00,2026-05-12 13:18:44.847589+00,2026-05-12 13:18:44.847589+00,"{'"source'": '"dom'"}"
178,12,construction-engineering,topcv,Kỹ Sư Giám Sát Hệ Thống Cấp Thoát Nước,Pro CÔNG TY CỔ PHẦN ĐẦU TƯ HẢI PHÁT,Bắc Ninh (mới) & 4 nơi khác,20 - 27 triệu,20,27,{},,,"","",,,https://www.topcv.vn/viec-lam/ky-su-giam-sat-he-thong-cap-thoat-nuoc/2121898.html,https://www.topcv.vn/viec-lam/ky-su-giam-sat-he-thong-cap-thoat-nuoc/2121898.html,9370236da361f53504eb36f7dc61f579d68e0c1c6c847578516f57437e68b48b,t,2026-05-12 13:18:44.826595+00,2026-05-12 13:18:44.826595+00,2026-05-12 13:18:44.847589+00,2026-05-12 13:18:44.847589+00,"{'"source'": '"dom'"}"
179,12,construction-engineering,topcv,Kỹ Sư Thiết Kế Cơ Khí (Băng Tải & Nhà Để Xe) Tại Hà Nội - Lương Từ 8-15 Triệu,CÔNG TY TNHH NIPPON CONVEYOR VIỆT NAM,Hà Nội,8 - 15 triệu,8,15,{},,,"","",,,https://www.topcv.vn/viec-lam/ky-su-thiet-ke-co-khi-bang-tai-nha-de-xe-tai-ha-noi-luong-tu-8-15-trieu/2124245.html,https://www.topcv.vn/viec-lam/ky-su-thiet-ke-co-khi-bang-tai-nha-de-xe-tai-ha-noi-luong-tu-8-15-trieu/2124245.html,f6a2db1cc4e86a1491ab93463c06ffe30a9140e31d9efc02d7cd1091c0605f23,t,2026-05-12 13:18:44.826595+00,2026-05-12 13:18:44.826595+00,2026-05-12 13:18:44.847589+00,2026-05-12 13:18:44.847589+00,"{'"source'": '"dom'"}"
180,18,administration-office,topcv,Nữ Admin Tiếng Hàn Tại Hà Nội [Thu Nhập 13-18 Triệu/ Tháng + Thưởng...] Ưu Tiên Đi Làm Luôn,CÔNG TY TNHH MARKETING METAS GROUP,Hà Nội,Thoả thuận,,,{},,,"","",,,https://www.topcv.vn/viec-lam/nu-admin-tieng-han-tai-ha-noi-thu-nhap-13-18-trieu-thang-thuong-uu-tien-di-lam-luon/2039138.html,https://www.topcv.vn/viec-lam/nu-admin-tieng-han-tai-ha-noi-thu-nhap-13-18-trieu-thang-thuong-uu-tien-di-lam-luon/2039138.html,618eafd79c32310122614eb9711a7fa69c6c43a1a62c9c3252926a0076b103a1,t,2026-05-12 13:18:44.826595+00,2026-05-12 13:18:44.826595+00,2026-05-12 13:18:44.847589+00,2026-05-12 13:18:44.847589+00,"{'"source'": '"dom'"}"
181,6,sales-business-development,topcv,"Chuyên Viên Kinh Doanh B2B Ngành Đồng Phục, Lương Cứng 15-20 Triệu (Hà Nội)","",Hà Nội,25 - 40 triệu,25,40,{},,,"","",,,https://www.topcv.vn/viec-lam/chuyen-vien-kinh-doanh-b2b-nganh-dong-phuc-luong-cung-15-20-trieu-ha-noi/1910958.html,https://www.topcv.vn/viec-lam/chuyen-vien-kinh-doanh-b2b-nganh-dong-phuc-luong-cung-15-20-trieu-ha-noi/1910958.html,9266d9c6947c4bdb04e07aee20e4d7bfb3a1492e2acc7314566f108a4bc58c5b,t,2026-05-12 13:18:44.826595+00,2026-05-12 13:18:44.826595+00,2026-05-12 13:18:44.847589+00,2026-05-12 13:18:44.847589+00,"{'"source'": '"dom'"}"
182,12,construction-engineering,topcv,Kỹ Thuật Viên Sân Khấu (Stage Technician) - Kỹ Thuật Viên Cơ Điện Sân Khấu - Lương Cứng 15 Triệu +++ (Tổng Thu Nhập Cao) - Đi Làm Ngay,CÔNG TY CỔ PHẦN TTH PRODUCTION,Hà Nội,Từ 20 triệu,20,,{},,,"","",,,https://www.topcv.vn/viec-lam/ky-thuat-vien-san-khau-stage-technician-ky-thuat-vien-co-dien-san-khau-luong-cung-15-trieu-tong-thu-nhap-cao-di-lam-ngay/2127049.html,https://www.topcv.vn/viec-lam/ky-thuat-vien-san-khau-stage-technician-ky-thuat-vien-co-dien-san-khau-luong-cung-15-trieu-tong-thu-nhap-cao-di-lam-ngay/2127049.html,7ca2140c65f46823c4e24799428d024f5c39b003eeb6d0edb914dfd5ef601d1c,t,2026-05-12 13:18:44.826595+00,2026-05-12 13:18:44.826595+00,2026-05-12 13:18:44.847589+00,2026-05-12 13:18:44.847589+00,"{'"source'": '"dom'"}"
185,18,administration-office,topcv,Nhân Viên Sale/Tư Vấn - Làm Giờ Hành Chính (Thu Nhập Từ 15 - 25 Triệu/Tháng),CÔNG TY CP CVB VIỆT NAM,Hà Nội,20 - 25 triệu,20,25,{},,,"","",,,https://www.topcv.vn/viec-lam/nhan-vien-sale-tu-van-lam-gio-hanh-chinh-thu-nhap-tu-15-25-trieu-thang/2146907.html,https://www.topcv.vn/viec-lam/nhan-vien-sale-tu-van-lam-gio-hanh-chinh-thu-nhap-tu-15-25-trieu-thang/2146907.html,2165a92658d17fca402bc6503bbf27be35e7cd9e682360c26eca7f6022de741f,t,2026-05-12 13:18:44.826595+00,2026-05-12 13:18:44.826595+00,2026-05-12 13:18:44.847589+00,2026-05-12 13:18:44.847589+00,"{'"source'": '"dom'"}"
569,1,information-technology,topcv,AI Video Editor ( Senior ) - Thu Nhập Hấn Dẫn Lên Đến 25 Triệu - Làm Việc Tại Hồ Chí Minh,CÔNG TY TNHH FOXSCORE,Hồ Chí Minh (mới),18 - 25 triệu,18,25,{},,,"","",,,https://www.topcv.vn/viec-lam/ai-video-editor-senior-thu-nhap-han-dan-len-den-25-trieu-lam-viec-tai-ho-chi-minh/2158850.html,https://www.topcv.vn/viec-lam/ai-video-editor-senior-thu-nhap-han-dan-len-den-25-trieu-lam-viec-tai-ho-chi-minh/2158850.html,e6b33d63f004dd6708cce0b4c0b752d7716350e8177c1b7957bf5121537601d6,t,2026-05-13 17:17:15.832672+00,2026-05-13 17:17:15.832672+00,2026-05-13 17:17:15.799882+00,2026-05-13 17:17:15.799882+00,"{'"source'": '"dom'"}"
183,2,marketing-communication,topcv,"Chuyên Viên Kinh Doanh Truyền Thông Quảng Cáo Tại Hà Nội - Thu Nhập Up To 20 Triệu (Nghỉ Thứ 7, CN) - Đi Làm Ngay","",Hà Nội,Từ 20 triệu,20,,{},,,"","",,,https://www.topcv.vn/brand/bizmansaigon/tuyen-dung/chuyen-vien-kinh-doanh-truyen-thong-quang-cao-tai-ha-noi-thu-nhap-up-to-20-trieu-nghi-thu-7-cn-di-lam-ngay-j2147616.html,https://www.topcv.vn/brand/bizmansaigon/tuyen-dung/chuyen-vien-kinh-doanh-truyen-thong-quang-cao-tai-ha-noi-thu-nhap-up-to-20-trieu-nghi-thu-7-cn-di-lam-ngay-j2147616.html,7db04c786ddf4d6a0a67d1752e59ba10f489a28bb5a92fa91057e3d3d897dab6,t,2026-05-12 13:18:44.826595+00,2026-05-14 01:42:21.135359+00,2026-05-12 13:18:44.847589+00,2026-05-14 01:42:21.135359+00,"{'"source'": '"dom'"}"
993,1,information-technology,careerviet,"Manufacturing Engineer Manager/ Process Manager (Working at Song Than 3 IP, Binh Duong)(MỚI)",Công Ty TNHH IGB Automotive Việt Nam,Bình Dương,Lương: Cạnh tranh,,,{},,,"","",,,https://careerviet.vn/vi/tim-viec-lam/manufacturing-engineer-manager-process-manager-working-at-song-than-3-ip-binh-duong.35C75E48.html,https://careerviet.vn/vi/tim-viec-lam/manufacturing-engineer-manager-process-manager-working-at-song-than-3-ip-binh-duong.35C75E48.html,86a9406b190abed937cb2b7309ba45302e72bc6a820a1153650c558b9e9a532f,t,2026-05-14 01:49:18.816851+00,2026-05-14 02:01:49.338033+00,2026-05-14 01:49:18.798986+00,2026-05-14 02:01:49.338033+00,"{'"source'": '"dom'"}"
188,6,sales-business-development,topcv,"Chuyên Viên Kinh Doanh B2B (Mảng Công Nghệ AI) / Từ 2 Năm Kinh Nghiệm / Lương Cứng 15 Triệu / Tại Quận 10 (Cũ) HCM Và Quận Nam Từ Liêm (Cũ), Hà Nội",CÔNG TY CỔ PHẦN CÔNG NGHỆ BOT BÁN HÀNG,Hồ Chí Minh (mới) & Hà Nội,22 - 40 triệu,22,40,{},,,"","",,,https://www.topcv.vn/viec-lam/chuyen-vien-kinh-doanh-b2b-mang-cong-nghe-ai-tu-2-nam-kinh-nghiem-luong-cung-15-trieu-tai-quan-10-cu-hcm-va-quan-nam-tu-liem-cu-ha-noi/2122583.html,https://www.topcv.vn/viec-lam/chuyen-vien-kinh-doanh-b2b-mang-cong-nghe-ai-tu-2-nam-kinh-nghiem-luong-cung-15-trieu-tai-quan-10-cu-hcm-va-quan-nam-tu-liem-cu-ha-noi/2122583.html,d08af006a402d60a1034493d886b33ae49c76a015937e594262010896d6ca7a4,t,2026-05-12 13:18:44.826595+00,2026-05-12 13:18:44.826595+00,2026-05-12 13:18:44.847589+00,2026-05-12 13:18:44.847589+00,"{'"source'": '"dom'"}"
189,4,accounting-auditing,topcv,Kế Toán Tổng Hợp ( Đà Nẵng),CÔNG TY TNHH KẾ TOÁN - THUẾ FATO,Đà Nẵng (mới),11 - 15 triệu,11,15,{},,,"","",,,https://www.topcv.vn/viec-lam/ke-toan-tong-hop-da-nang/2127810.html,https://www.topcv.vn/viec-lam/ke-toan-tong-hop-da-nang/2127810.html,381f52291f8ef6832472ef061122ad8b42f6efbd7b787c7234f5ffc881272d9c,t,2026-05-12 13:18:44.826595+00,2026-05-12 13:18:44.826595+00,2026-05-12 13:18:44.847589+00,2026-05-12 13:18:44.847589+00,"{'"source'": '"dom'"}"
190,3,finance-banking,topcv,Chuyên Viên Quản Lý Khách Hàng Bảo Hiểm Ưu Tiên Kênh Ngân Hàng Vietinbank,"",Hà Nội & 26 nơi khác,10 - 60 triệu,10,60,{},,,"","",,,https://www.topcv.vn/viec-lam/chuyen-vien-quan-ly-khach-hang-bao-hiem-uu-tien-kenh-ngan-hang-vietinbank/2145913.html,https://www.topcv.vn/viec-lam/chuyen-vien-quan-ly-khach-hang-bao-hiem-uu-tien-kenh-ngan-hang-vietinbank/2145913.html,62dc8a2be1eb72c8172b56f9256157b387ebeff27c2a54bb4fa8933125e9918c,t,2026-05-12 13:18:44.826595+00,2026-05-12 13:18:44.826595+00,2026-05-12 13:18:44.847589+00,2026-05-12 13:18:44.847589+00,"{'"source'": '"dom'"}"
191,12,construction-engineering,topcv,Kỹ Sư ME Nội Thất Lương Lên Đến 18 Triệu Tại Hà Nội,"",Hà Nội,12 - 18 triệu,12,18,{},,,"","",,,https://www.topcv.vn/viec-lam/ky-su-me-noi-that-luong-len-den-18-trieu-tai-ha-noi/2118189.html,https://www.topcv.vn/viec-lam/ky-su-me-noi-that-luong-len-den-18-trieu-tai-ha-noi/2118189.html,038fe8a0a3db9fea2811fb5a8d5edd981c917266ea9d8fe9a264b6c2b1c06047,t,2026-05-12 13:18:44.826595+00,2026-05-12 13:18:44.826595+00,2026-05-12 13:18:44.847589+00,2026-05-12 13:18:44.847589+00,"{'"source'": '"dom'"}"
192,3,finance-banking,topcv,Chuyên Viên Tư Vấn Bảo Hiểm - Kênh Hợp Tác Ngân Hàng Vietinbank Toàn Quốc,"",Hà Nội & 26 nơi khác,12 - 50 triệu,12,50,{},,,"","",,,https://www.topcv.vn/viec-lam/chuyen-vien-tu-van-bao-hiem-kenh-hop-tac-ngan-hang-vietinbank-toan-quoc/2145701.html,https://www.topcv.vn/viec-lam/chuyen-vien-tu-van-bao-hiem-kenh-hop-tac-ngan-hang-vietinbank-toan-quoc/2145701.html,34a05d601026898c722aa2db1f9bac01a7e462310b97bf1665a3359221b578cd,t,2026-05-12 13:18:44.826595+00,2026-05-12 13:18:44.826595+00,2026-05-12 13:18:44.847589+00,2026-05-12 13:18:44.847589+00,"{'"source'": '"dom'"}"
193,4,accounting-auditing,topcv,Giám Sát Pháp Chế,"",Hà Nội,25 - 30 triệu,25,30,{},,,"","",,,https://www.topcv.vn/brand/jtcargovn/tuyen-dung/giam-sat-phap-che-j2131032.html,https://www.topcv.vn/brand/jtcargovn/tuyen-dung/giam-sat-phap-che-j2131032.html,59af47d1281d8c3669a94351ca08eabeb948d982e4fbc2259a5034e45c884d10,t,2026-05-12 13:18:44.826595+00,2026-05-12 13:18:44.826595+00,2026-05-12 13:18:44.847589+00,2026-05-12 13:18:44.847589+00,"{'"source'": '"dom'"}"
194,6,sales-business-development,topcv,Nhân Viên Kinh Doanh/Tư Vấn/Bán Hàng/Sales B2B/ Sản Phẩm Smarthome - Thu Nhập Lên Đến 30 Triệu,"",Hà Nội & Hồ Chí Minh (mới),20 - 30 triệu,20,30,{},,,"","",,,https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-tu-van-ban-hang-sales-b2b-san-pham-smarthome-thu-nhap-len-den-30-trieu/2145507.html,https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-tu-van-ban-hang-sales-b2b-san-pham-smarthome-thu-nhap-len-den-30-trieu/2145507.html,84358cbbf411772778d17d874dc308323ccd0f33e904524e97c41ad66081315e,t,2026-05-12 13:18:44.826595+00,2026-05-12 13:18:44.826595+00,2026-05-12 13:18:44.847589+00,2026-05-12 13:18:44.847589+00,"{'"source'": '"dom'"}"
195,8,education-training,topcv,Giáo Viên Tiếng Anh Online,CÔNG TY CỔ PHẦN CÔNG NGHỆ VÀ GIÁO DỤC KSC,Hà Nội & 33 nơi khác,5 - 8 triệu,5,8,{},,,"","",,,https://www.topcv.vn/viec-lam/giao-vien-tieng-anh-online/2156253.html,https://www.topcv.vn/viec-lam/giao-vien-tieng-anh-online/2156253.html,977dd367477d1aeee9f797b6707649c980982a10ded26a5e969b023507afff0b,t,2026-05-12 13:18:44.826595+00,2026-05-12 13:18:44.826595+00,2026-05-12 13:18:44.847589+00,2026-05-12 13:18:44.847589+00,"{'"source'": '"dom'"}"
570,11,manufacturing-production,topcv,Vận Hành Hệ Thống - Tiếng Trung,"",Hà Nội,12 - 17 triệu,12,17,{},,,"","",,,https://www.topcv.vn/viec-lam/van-hanh-he-thong-tieng-trung/2087400.html,https://www.topcv.vn/viec-lam/van-hanh-he-thong-tieng-trung/2087400.html,f18df066d29cdcc3715cff02f06d62185ce415c5814b9980d68128c1a66bdb69,t,2026-05-13 17:17:15.832672+00,2026-05-13 17:17:15.832672+00,2026-05-13 17:17:15.799882+00,2026-05-13 17:17:15.799882+00,"{'"source'": '"dom'"}"
571,4,accounting-auditing,topcv,Kế Toán Trưởng - Làm Việc Tại Pleiku - Gia Lai,CÔNG TY CỔ PHẦN TẬP ĐOÀN HP OIL VIỆT NAM,Gia Lai (mới),Thoả thuận,,,{},,,"","",,,https://www.topcv.vn/viec-lam/ke-toan-truong-lam-viec-tai-pleiku-gia-lai/2156630.html,https://www.topcv.vn/viec-lam/ke-toan-truong-lam-viec-tai-pleiku-gia-lai/2156630.html,6e4fb1487db4858a9ea86ad98cafa38218f153dbfa336d39b3985dc2783089e0,t,2026-05-13 17:17:15.832672+00,2026-05-13 17:17:15.832672+00,2026-05-13 17:17:15.799882+00,2026-05-13 17:17:15.799882+00,"{'"source'": '"dom'"}"
