74,10,healthcare-practitioners,Y te chuyen nghiep,29,Vinmec International Hospital,Bệnh viện Vinmec,"He thong benh vien cao cap Vingroup. Bac si, dieu duong, duoc si.",Healthcare,enterprise,Nationwide,https://www.vinmec.com/vi/tuyen-dung,https://www.linkedin.com/jobs/search/?keywords=Vinmec+International+Hospital&location=Vietnam,https://www.vietnamworks.com/viec-lam?keyword=Vinmec+International+Hospital,https://www.topcv.vn/viec-lam?keyword=Vinmec+International+Hospital,https://itviec.com/it-jobs?query=Vinmec+International+Hospital,,https://vn.indeed.com/jobs?q=Vinmec+International+Hospital,t,t,2026-04-28 09:43:56.175192+00,2026-04-28 14:37:30.358374+00
75,10,healthcare-practitioners,Y te chuyen nghiep,29,FV Hospital,Bệnh viện FV,"Benh vien Phap-Viet. Bac si chuyen khoa, dieu duong quoc te.",Healthcare,large,HCM,https://www.fvhospital.com/vi/careers,https://www.linkedin.com/jobs/search/?keywords=FV+Hospital&location=Vietnam,https://www.vietnamworks.com/viec-lam?keyword=FV+Hospital,https://www.topcv.vn/viec-lam?keyword=FV+Hospital,https://itviec.com/it-jobs?query=FV+Hospital,,https://vn.indeed.com/jobs?q=FV+Hospital,t,t,2026-04-28 09:43:56.175192+00,2026-04-28 14:37:30.358374+00
76,10,healthcare-practitioners,Y te chuyen nghiep,29,Bệnh viện Bạch Mai,Bệnh viện Bạch Mai,Benh vien tuyen cuoi lon nhat Mien Bac. Bac si chuyen khoa sau.,Healthcare,enterprise,Hanoi,,https://www.linkedin.com/jobs/search/?keywords=B%E1%BB%87nh+vi%E1%BB%87n+B%E1%BA%A1ch+Mai&location=Vietnam,https://www.vietnamworks.com/viec-lam?keyword=B%E1%BB%87nh+vi%E1%BB%87n+B%E1%BA%A1ch+Mai,https://www.topcv.vn/viec-lam?keyword=B%E1%BB%87nh+vi%E1%BB%87n+B%E1%BA%A1ch+Mai,https://itviec.com/it-jobs?query=B%E1%BB%87nh+vi%E1%BB%87n+B%E1%BA%A1ch+Mai,,https://vn.indeed.com/jobs?q=B%E1%BB%87nh+vi%E1%BB%87n+B%E1%BA%A1ch+Mai,t,t,2026-04-28 09:43:56.175192+00,2026-04-28 14:37:30.358374+00
77,10,healthcare-practitioners,Y te chuyen nghiep,29,Hoan My Medical Group,Bệnh viện Hoàn Mỹ,"Chuoi benh vien tu nhan. Bac si, dieu duong, ky thuat y te.",Healthcare,enterprise,Nationwide,https://www.hoanmy.com/tuyen-dung,https://www.linkedin.com/jobs/search/?keywords=Hoan+My+Medical+Group&location=Vietnam,https://www.vietnamworks.com/viec-lam?keyword=Hoan+My+Medical+Group,https://www.topcv.vn/viec-lam?keyword=Hoan+My+Medical+Group,https://itviec.com/it-jobs?query=Hoan+My+Medical+Group,,https://vn.indeed.com/jobs?q=Hoan+My+Medical+Group,t,t,2026-04-28 09:43:56.175192+00,2026-04-28 14:37:30.358374+00
78,11,healthcare-support,Ho tro y te,31,Vinmec (Support),Vinmec - Hỗ trợ Y tế,"Dieu duong ho tro, ky thuat vien phong thi nghiem, X-quang.",Healthcare,enterprise,Nationwide,,https://www.linkedin.com/jobs/search/?keywords=Vinmec+%28Support%29&location=Vietnam,https://www.vietnamworks.com/viec-lam?keyword=Vinmec+%28Support%29,https://www.topcv.vn/viec-lam?keyword=Vinmec+%28Support%29,https://itviec.com/it-jobs?query=Vinmec+%28Support%29,,https://vn.indeed.com/jobs?q=Vinmec+%28Support%29,t,t,2026-04-28 09:43:56.175192+00,2026-04-28 14:37:30.358374+00
79,11,healthcare-support,Ho tro y te,31,Pharmacity,Pharmacity,"Chuoi nha thuoc lon nhat VN. Duoc si, chuyen vien ban hang thuoc.",Pharmacy Retail,enterprise,Nationwide,https://pharmacity.vn/tuyen-dung,https://www.linkedin.com/jobs/search/?keywords=Pharmacity&location=Vietnam,https://www.vietnamworks.com/viec-lam?keyword=Pharmacity,https://www.topcv.vn/viec-lam?keyword=Pharmacity,https://itviec.com/it-jobs?query=Pharmacity,,https://vn.indeed.com/jobs?q=Pharmacity,t,t,2026-04-28 09:43:56.175192+00,2026-04-28 14:37:30.358374+00
80,11,healthcare-support,Ho tro y te,31,An Khang Pharmacy,Nhà thuốc An Khang,"Chuoi nha thuoc MWG. Duoc si, chuyen vien duoc.",Pharmacy Retail,large,Nationwide,https://ankhang.vn/tuyen-dung,https://www.linkedin.com/jobs/search/?keywords=An+Khang+Pharmacy&location=Vietnam,https://www.vietnamworks.com/viec-lam?keyword=An+Khang+Pharmacy,https://www.topcv.vn/viec-lam?keyword=An+Khang+Pharmacy,https://itviec.com/it-jobs?query=An+Khang+Pharmacy,,https://vn.indeed.com/jobs?q=An+Khang+Pharmacy,t,t,2026-04-28 09:43:56.175192+00,2026-04-28 14:37:30.358374+00
81,12,protective-service,Dich vu bao ve,33,G4S Vietnam,G4S Việt Nam,"Cong ty bao ve quoc te. Nhan vien bao ve, quan sat, van chuyen tien.",Security Services,enterprise,Nationwide,https://www.g4s.com/en-vn/careers,https://www.linkedin.com/jobs/search/?keywords=G4S+Vietnam&location=Vietnam,https://www.vietnamworks.com/viec-lam?keyword=G4S+Vietnam,https://www.topcv.vn/viec-lam?keyword=G4S+Vietnam,https://itviec.com/it-jobs?query=G4S+Vietnam,,https://vn.indeed.com/jobs?q=G4S+Vietnam,t,t,2026-04-28 09:43:56.175192+00,2026-04-28 14:37:30.358374+00
82,12,protective-service,Dich vu bao ve,33,Securitas Vietnam,Securitas,"Bao ve chuyen nghiep. Kiem soat an ninh, cong nghe giam sat.",Security Services,large,HCM / Hanoi,https://www.securitas.com/vn/en/careers,https://www.linkedin.com/jobs/search/?keywords=Securitas+Vietnam&location=Vietnam,https://www.vietnamworks.com/viec-lam?keyword=Securitas+Vietnam,https://www.topcv.vn/viec-lam?keyword=Securitas+Vietnam,https://itviec.com/it-jobs?query=Securitas+Vietnam,,https://vn.indeed.com/jobs?q=Securitas+Vietnam,t,t,2026-04-28 09:43:56.175192+00,2026-04-28 14:37:30.358374+00
83,12,protective-service,Dich vu bao ve,33,Central Group Vietnam Loss Prevention,Central Group - Loss Prevention,"Bao ve hang hoa tai he thong BigC, Go!. Quan ly phong chong mat mat.",Retail Security,enterprise,Nationwide,,https://www.linkedin.com/jobs/search/?keywords=Central+Group+Vietnam+Loss+Prevention&location=Vietnam,https://www.vietnamworks.com/viec-lam?keyword=Central+Group+Vietnam+Loss+Prevention,https://www.topcv.vn/viec-lam?keyword=Central+Group+Vietnam+Loss+Prevention,https://itviec.com/it-jobs?query=Central+Group+Vietnam+Loss+Prevention,,https://vn.indeed.com/jobs?q=Central+Group+Vietnam+Loss+Prevention,t,t,2026-04-28 09:43:56.175192+00,2026-04-28 14:37:30.358374+00
84,13,food-service,Dich vu an uong,35,Pizza 4P's,Pizza 4P's,"Chuoi nha hang pizza cao cap Nhat Ban. Dau bep, phuc vu, quan ly.",Restaurant,large,Nationwide,https://pizza4ps.com/careers,https://www.linkedin.com/jobs/search/?keywords=Pizza+4P%27s&location=Vietnam,https://www.vietnamworks.com/viec-lam?keyword=Pizza+4P%27s,https://www.topcv.vn/viec-lam?keyword=Pizza+4P%27s,https://itviec.com/it-jobs?query=Pizza+4P%27s,,https://vn.indeed.com/jobs?q=Pizza+4P%27s,t,t,2026-04-28 09:43:56.175192+00,2026-04-28 14:37:30.358374+00
85,13,food-service,Dich vu an uong,35,Golden Gate,Golden Gate F&B,"Chuoi nha hang lon nhat VN (Kichi-Kichi, Vuvuzela). Dau bep, quan ly.",Restaurant Chain,enterprise,Nationwide,https://www.goldengate.vn/tuyen-dung,https://www.linkedin.com/jobs/search/?keywords=Golden+Gate&location=Vietnam,https://www.vietnamworks.com/viec-lam?keyword=Golden+Gate,https://www.topcv.vn/viec-lam?keyword=Golden+Gate,https://itviec.com/it-jobs?query=Golden+Gate,,https://vn.indeed.com/jobs?q=Golden+Gate,t,t,2026-04-28 09:43:56.175192+00,2026-04-28 14:37:30.358374+00
86,13,food-service,Dich vu an uong,35,InterContinental Hanoi Westlake,InterContinental Hanoi,"Khach san 5 sao. Dau bep, quan ly nha hang cao cap.",Hotel F&B,large,Hanoi,https://careers.ihg.com,https://www.linkedin.com/jobs/search/?keywords=InterContinental+Hanoi+Westlake&location=Vietnam,https://www.vietnamworks.com/viec-lam?keyword=InterContinental+Hanoi+Westlake,https://www.topcv.vn/viec-lam?keyword=InterContinental+Hanoi+Westlake,https://itviec.com/it-jobs?query=InterContinental+Hanoi+Westlake,,https://vn.indeed.com/jobs?q=InterContinental+Hanoi+Westlake,t,t,2026-04-28 09:43:56.175192+00,2026-04-28 14:37:30.358374+00
87,13,food-service,Dich vu an uong,35,Starbucks Vietnam,Starbucks Việt Nam,"Chuoi ca phe quoc te. Barista, giam sat ca, quan ly cua hang.",Coffee Chain,large,HCM / Hanoi,https://www.starbucks.vn/careers,https://www.linkedin.com/jobs/search/?keywords=Starbucks+Vietnam&location=Vietnam,https://www.vietnamworks.com/viec-lam?keyword=Starbucks+Vietnam,https://www.topcv.vn/viec-lam?keyword=Starbucks+Vietnam,https://itviec.com/it-jobs?query=Starbucks+Vietnam,,https://vn.indeed.com/jobs?q=Starbucks+Vietnam,t,t,2026-04-28 09:43:56.175192+00,2026-04-28 14:37:30.358374+00
88,13,food-service,Dich vu an uong,35,Highlands Coffee,Highlands Coffee,"Chuoi ca phe Viet Nam lon nhat. Nhan vien pha che, quan ly.",Coffee Chain,enterprise,Nationwide,https://www.highlandscoffee.com.vn/tuyen-dung,https://www.linkedin.com/jobs/search/?keywords=Highlands+Coffee&location=Vietnam,https://www.vietnamworks.com/viec-lam?keyword=Highlands+Coffee,https://www.topcv.vn/viec-lam?keyword=Highlands+Coffee,https://itviec.com/it-jobs?query=Highlands+Coffee,,https://vn.indeed.com/jobs?q=Highlands+Coffee,t,t,2026-04-28 09:43:56.175192+00,2026-04-28 14:37:30.358374+00
89,14,building-maintenance,Bao tri toa nha,37,Savills Vietnam,Savills Việt Nam,"Quan ly bat dong san quoc te. Ky thuat toa nha, facilities.",Property Management,large,HCM / Hanoi,https://www.savills.com.vn/careers,https://www.linkedin.com/jobs/search/?keywords=Savills+Vietnam&location=Vietnam,https://www.vietnamworks.com/viec-lam?keyword=Savills+Vietnam,https://www.topcv.vn/viec-lam?keyword=Savills+Vietnam,https://itviec.com/it-jobs?query=Savills+Vietnam,,https://vn.indeed.com/jobs?q=Savills+Vietnam,t,t,2026-04-28 09:43:56.175192+00,2026-04-28 14:37:30.358374+00
90,14,building-maintenance,Bao tri toa nha,37,CBRE Vietnam,CBRE Việt Nam,"Dich vu bat dong san quoc te. Bao tri co so vat chat, facilities.",Property Services,large,HCM / Hanoi,https://www.cbre.com.vn/careers,https://www.linkedin.com/jobs/search/?keywords=CBRE+Vietnam&location=Vietnam,https://www.vietnamworks.com/viec-lam?keyword=CBRE+Vietnam,https://www.topcv.vn/viec-lam?keyword=CBRE+Vietnam,https://itviec.com/it-jobs?query=CBRE+Vietnam,,https://vn.indeed.com/jobs?q=CBRE+Vietnam,t,t,2026-04-28 09:43:56.175192+00,2026-04-28 14:37:30.358374+00
91,14,building-maintenance,Bao tri toa nha,37,Ecopark,Ecopark,"Do thi sinh thai lon nhat mien Bac. Ky thuat bao tri, canh quan.",Urban Development,enterprise,Hanoi,https://ecopark.com.vn/tuyen-dung,https://www.linkedin.com/jobs/search/?keywords=Ecopark&location=Vietnam,https://www.vietnamworks.com/viec-lam?keyword=Ecopark,https://www.topcv.vn/viec-lam?keyword=Ecopark,https://itviec.com/it-jobs?query=Ecopark,,https://vn.indeed.com/jobs?q=Ecopark,t,t,2026-04-28 09:43:56.175192+00,2026-04-28 14:37:30.358374+00
92,15,personal-care,Cham soc ca nhan,39,California Fitness & Yoga,California Fitness & Yoga,"Chuoi phong tap lon nhat VN. Huan luyen vien, quan ly phong tap.",Fitness,large,Nationwide,https://www.californiafitnessyoga.com/careers,https://www.linkedin.com/jobs/search/?keywords=California+Fitness+%26+Yoga&location=Vietnam,https://www.vietnamworks.com/viec-lam?keyword=California+Fitness+%26+Yoga,https://www.topcv.vn/viec-lam?keyword=California+Fitness+%26+Yoga,https://itviec.com/it-jobs?query=California+Fitness+%26+Yoga,,https://vn.indeed.com/jobs?q=California+Fitness+%26+Yoga,t,t,2026-04-28 09:43:56.175192+00,2026-04-28 14:37:30.358374+00
93,15,personal-care,Cham soc ca nhan,39,Six Senses Con Dao,Six Senses Côn Đảo,"Resort 5 sao. Chuyen vien spa, wellness, chao don khach cao cap.",Luxury Resort Spa,large,Ba Ria - Vung Tau,https://careers.sixsenses.com,https://www.linkedin.com/jobs/search/?keywords=Six+Senses+Con+Dao&location=Vietnam,https://www.vietnamworks.com/viec-lam?keyword=Six+Senses+Con+Dao,https://www.topcv.vn/viec-lam?keyword=Six+Senses+Con+Dao,https://itviec.com/it-jobs?query=Six+Senses+Con+Dao,,https://vn.indeed.com/jobs?q=Six+Senses+Con+Dao,t,t,2026-04-28 09:43:56.175192+00,2026-04-28 14:37:30.358374+00
94,15,personal-care,Cham soc ca nhan,39,HASAKI Beauty,HASAKI,"Chuoi cham soc sac dep. Chuyen vien lam dep, tu van san pham.",Beauty Retail,large,Nationwide,https://hasaki.vn/tuyen-dung,https://www.linkedin.com/jobs/search/?keywords=HASAKI+Beauty&location=Vietnam,https://www.vietnamworks.com/viec-lam?keyword=HASAKI+Beauty,https://www.topcv.vn/viec-lam?keyword=HASAKI+Beauty,https://itviec.com/it-jobs?query=HASAKI+Beauty,,https://vn.indeed.com/jobs?q=HASAKI+Beauty,t,t,2026-04-28 09:43:56.175192+00,2026-04-28 14:37:30.358374+00
95,15,personal-care,Cham soc ca nhan,39,Juno,Giày Juno,"Thuong hieu giay dep phu nu. Cham soc khach hang, ban hang.",Fashion Retail,large,Nationwide,https://juno.vn/tuyen-dung,https://www.linkedin.com/jobs/search/?keywords=Juno&location=Vietnam,https://www.vietnamworks.com/viec-lam?keyword=Juno,https://www.topcv.vn/viec-lam?keyword=Juno,https://itviec.com/it-jobs?query=Juno,,https://vn.indeed.com/jobs?q=Juno,t,t,2026-04-28 09:43:56.175192+00,2026-04-28 14:37:30.358374+00
96,16,sales,Ban hang,41,Shopee Vietnam,Shopee Việt Nam,"San TMDT hang dau. Sales manager, KAM, business development.",E-commerce,enterprise,HCM,https://careers.shopee.vn,https://www.linkedin.com/jobs/search/?keywords=Shopee+Vietnam&location=Vietnam,https://www.vietnamworks.com/viec-lam?keyword=Shopee+Vietnam,https://www.topcv.vn/viec-lam?keyword=Shopee+Vietnam,https://itviec.com/it-jobs?query=Shopee+Vietnam,,https://vn.indeed.com/jobs?q=Shopee+Vietnam,t,t,2026-04-28 09:43:56.175192+00,2026-04-28 14:37:30.358374+00
97,16,sales,Ban hang,41,Lazada Vietnam,Lazada,"TMDT lon. Key account, seller growth, business development.",E-commerce,enterprise,HCM,https://careers.lazada.vn,https://www.linkedin.com/jobs/search/?keywords=Lazada+Vietnam&location=Vietnam,https://www.vietnamworks.com/viec-lam?keyword=Lazada+Vietnam,https://www.topcv.vn/viec-lam?keyword=Lazada+Vietnam,https://itviec.com/it-jobs?query=Lazada+Vietnam,,https://vn.indeed.com/jobs?q=Lazada+Vietnam,t,t,2026-04-28 09:43:56.175192+00,2026-04-28 14:37:30.358374+00
98,16,sales,Ban hang,41,Unilever Vietnam,Unilever Việt Nam,"Tap doan FMCG. Sales rep, key account, trade marketing.",FMCG,enterprise,HCM,https://careers.unilever.com/vn,https://www.linkedin.com/jobs/search/?keywords=Unilever+Vietnam&location=Vietnam,https://www.vietnamworks.com/viec-lam?keyword=Unilever+Vietnam,https://www.topcv.vn/viec-lam?keyword=Unilever+Vietnam,https://itviec.com/it-jobs?query=Unilever+Vietnam,,https://vn.indeed.com/jobs?q=Unilever+Vietnam,t,t,2026-04-28 09:43:56.175192+00,2026-04-28 14:37:30.358374+00
99,16,sales,Ban hang,41,P&G Vietnam,P&G Việt Nam,"Tap doan san pham tieu dung. Sales, field force, marketing.",FMCG,enterprise,HCM,https://www.pg.com/careers,https://www.linkedin.com/jobs/search/?keywords=P%26G+Vietnam&location=Vietnam,https://www.vietnamworks.com/viec-lam?keyword=P%26G+Vietnam,https://www.topcv.vn/viec-lam?keyword=P%26G+Vietnam,https://itviec.com/it-jobs?query=P%26G+Vietnam,,https://vn.indeed.com/jobs?q=P%26G+Vietnam,t,t,2026-04-28 09:43:56.175192+00,2026-04-28 14:37:30.358374+00
100,16,sales,Ban hang,41,Vinamilk,Vinamilk,"Cong ty sua lon nhat VN. Sales rep, giam sat ban hang, key account.",FMCG - Dairy,enterprise,Nationwide,https://vinamilk.com.vn/tuyen-dung,https://www.linkedin.com/jobs/search/?keywords=Vinamilk&location=Vietnam,https://www.vietnamworks.com/viec-lam?keyword=Vinamilk,https://www.topcv.vn/viec-lam?keyword=Vinamilk,https://itviec.com/it-jobs?query=Vinamilk,,https://vn.indeed.com/jobs?q=Vinamilk,t,t,2026-04-28 09:43:56.175192+00,2026-04-28 14:37:30.358374+00
101,17,office-admin,Hanh chinh van phong,43,Viettel Group,Tập đoàn Viettel,"Tap doan vien thong lon nhat. Thu ky, hanh chinh van phong.",Telecommunications,enterprise,Nationwide,https://viettelgroup.vn/tuyen-dung,https://www.linkedin.com/jobs/search/?keywords=Viettel+Group&location=Vietnam,https://www.vietnamworks.com/viec-lam?keyword=Viettel+Group,https://www.topcv.vn/viec-lam?keyword=Viettel+Group,https://itviec.com/it-jobs?query=Viettel+Group,,https://vn.indeed.com/jobs?q=Viettel+Group,t,t,2026-04-28 09:43:56.175192+00,2026-04-28 14:37:30.358374+00
102,17,office-admin,Hanh chinh van phong,43,Adecco Vietnam,Adecco Việt Nam,"Cong ty nhan su quoc te. Cung cap nhan vien hanh chinh, van phong.",HR Staffing,large,HCM / Hanoi,https://www.adecco.com.vn/vi/careers,https://www.linkedin.com/jobs/search/?keywords=Adecco+Vietnam&location=Vietnam,https://www.vietnamworks.com/viec-lam?keyword=Adecco+Vietnam,https://www.topcv.vn/viec-lam?keyword=Adecco+Vietnam,https://itviec.com/it-jobs?query=Adecco+Vietnam,,https://vn.indeed.com/jobs?q=Adecco+Vietnam,t,t,2026-04-28 09:43:56.175192+00,2026-04-28 14:37:30.358374+00
103,17,office-admin,Hanh chinh van phong,43,ManpowerGroup Vietnam,ManpowerGroup Việt Nam,"Nhan su quoc te. Chuyen nhan vien hanh chinh, ke toan, thu ky.",HR Staffing,large,HCM / Hanoi,https://www.manpower.com.vn/vi/careers,https://www.linkedin.com/jobs/search/?keywords=ManpowerGroup+Vietnam&location=Vietnam,https://www.vietnamworks.com/viec-lam?keyword=ManpowerGroup+Vietnam,https://www.topcv.vn/viec-lam?keyword=ManpowerGroup+Vietnam,https://itviec.com/it-jobs?query=ManpowerGroup+Vietnam,,https://vn.indeed.com/jobs?q=ManpowerGroup+Vietnam,t,t,2026-04-28 09:43:56.175192+00,2026-04-28 14:37:30.358374+00
104,18,farming-forestry,Nong nghiep & Lam nghiep,45,VinEco,VinEco,"Cong ty nong nghiep Vingroup. Ky su nong nghiep, ky thuat vien.",Agriculture Technology,large,Nationwide,https://vineco.vn/tuyen-dung,https://www.linkedin.com/jobs/search/?keywords=VinEco&location=Vietnam,https://www.vietnamworks.com/viec-lam?keyword=VinEco,https://www.topcv.vn/viec-lam?keyword=VinEco,https://itviec.com/it-jobs?query=VinEco,,https://vn.indeed.com/jobs?q=VinEco,t,t,2026-04-28 09:43:56.175192+00,2026-04-28 14:37:30.358374+00
105,18,farming-forestry,Nong nghiep & Lam nghiep,45,Lộc Trời Group,Tập đoàn Lộc Trời,"Tap doan nong nghiep vung DBSCL. Ky su nong nghiep, thuoc BVTV.",Agriculture,enterprise,An Giang / Nationwide,https://www.loctroigroup.com/tuyen-dung,https://www.linkedin.com/jobs/search/?keywords=L%E1%BB%99c+Tr%E1%BB%9Di+Group&location=Vietnam,https://www.vietnamworks.com/viec-lam?keyword=L%E1%BB%99c+Tr%E1%BB%9Di+Group,https://www.topcv.vn/viec-lam?keyword=L%E1%BB%99c+Tr%E1%BB%9Di+Group,https://itviec.com/it-jobs?query=L%E1%BB%99c+Tr%E1%BB%9Di+Group,,https://vn.indeed.com/jobs?q=L%E1%BB%99c+Tr%E1%BB%9Di+Group,t,t,2026-04-28 09:43:56.175192+00,2026-04-28 14:37:30.358374+00
106,18,farming-forestry,Nong nghiep & Lam nghiep,45,Syngenta Vietnam,Syngenta,"Cong ty nong hoa My. Ky thuat vien nong nghiep, sale agri.",Agribusiness,large,HCM,https://www.syngenta.com/en/careers,https://www.linkedin.com/jobs/search/?keywords=Syngenta+Vietnam&location=Vietnam,https://www.vietnamworks.com/viec-lam?keyword=Syngenta+Vietnam,https://www.topcv.vn/viec-lam?keyword=Syngenta+Vietnam,https://itviec.com/it-jobs?query=Syngenta+Vietnam,,https://vn.indeed.com/jobs?q=Syngenta+Vietnam,t,t,2026-04-28 09:43:56.175192+00,2026-04-28 14:37:30.358374+00
107,18,farming-forestry,Nong nghiep & Lam nghiep,45,Viện Lâm nghiệp Việt Nam,VNFOREST,"Vien nghien cuu lam nghiep. Tuyen chuyen gia rac rung, GIS.",Forestry Research,enterprise,Hanoi,,https://www.linkedin.com/jobs/search/?keywords=Vi%E1%BB%87n+L%C3%A2m+nghi%E1%BB%87p+Vi%E1%BB%87t+Nam&location=Vietnam,https://www.vietnamworks.com/viec-lam?keyword=Vi%E1%BB%87n+L%C3%A2m+nghi%E1%BB%87p+Vi%E1%BB%87t+Nam,https://www.topcv.vn/viec-lam?keyword=Vi%E1%BB%87n+L%C3%A2m+nghi%E1%BB%87p+Vi%E1%BB%87t+Nam,https://itviec.com/it-jobs?query=Vi%E1%BB%87n+L%C3%A2m+nghi%E1%BB%87p+Vi%E1%BB%87t+Nam,,https://vn.indeed.com/jobs?q=Vi%E1%BB%87n+L%C3%A2m+nghi%E1%BB%87p+Vi%E1%BB%87t+Nam,t,t,2026-04-28 09:43:56.175192+00,2026-04-28 14:37:30.358374+00
109,19,construction,Xay dung,47,Hoa Binh Construction,Hòa Bình,"Nha thau hang dau mien Nam. Ky su kien truc, ME, QC.",Construction,enterprise,Nationwide,https://hoacom.vn/tuyen-dung,https://www.linkedin.com/jobs/search/?keywords=Hoa+Binh+Construction&location=Vietnam,https://www.vietnamworks.com/viec-lam?keyword=Hoa+Binh+Construction,https://www.topcv.vn/viec-lam?keyword=Hoa+Binh+Construction,https://itviec.com/it-jobs?query=Hoa+Binh+Construction,,https://vn.indeed.com/jobs?q=Hoa+Binh+Construction,t,t,2026-04-28 09:43:56.175192+00,2026-04-28 14:37:30.358374+00
110,19,construction,Xay dung,47,Novaland,Novaland,"Chu dau tu BDS lon. Ky su XD, quan ly du an BDS.",Real Estate Development,enterprise,HCM / South,https://novaland.com.vn/tuyen-dung,https://www.linkedin.com/jobs/search/?keywords=Novaland&location=Vietnam,https://www.vietnamworks.com/viec-lam?keyword=Novaland,https://www.topcv.vn/viec-lam?keyword=Novaland,https://itviec.com/it-jobs?query=Novaland,,https://vn.indeed.com/jobs?q=Novaland,t,t,2026-04-28 09:43:56.175192+00,2026-04-28 14:37:30.358374+00
111,19,construction,Xay dung,47,VinHomes,Vinhomes,"Bat dong san Vingroup. Ky su van hanh, bao tri du an nha o.",Real Estate,enterprise,Nationwide,https://vinhomes.vn/tuyen-dung,https://www.linkedin.com/jobs/search/?keywords=VinHomes&location=Vietnam,https://www.vietnamworks.com/viec-lam?keyword=VinHomes,https://www.topcv.vn/viec-lam?keyword=VinHomes,https://itviec.com/it-jobs?query=VinHomes,,https://vn.indeed.com/jobs?q=VinHomes,t,t,2026-04-28 09:43:56.175192+00,2026-04-28 14:37:30.358374+00
112,20,installation-repair,Lap dat & Sua chua,49,Samsung Electronics Vietnam,Samsung Việt Nam,"Nha may Samsung lon nhat TG. Ky thuat vien lap dat, bao tri.",Electronics,enterprise,Bac Ninh / Thai Nguyen,https://samsungvina.com.vn/tuyen-dung,https://www.linkedin.com/jobs/search/?keywords=Samsung+Electronics+Vietnam&location=Vietnam,https://www.vietnamworks.com/viec-lam?keyword=Samsung+Electronics+Vietnam,https://www.topcv.vn/viec-lam?keyword=Samsung+Electronics+Vietnam,https://itviec.com/it-jobs?query=Samsung+Electronics+Vietnam,,https://vn.indeed.com/jobs?q=Samsung+Electronics+Vietnam,t,t,2026-04-28 09:43:56.175192+00,2026-04-28 14:37:30.358374+00
113,20,installation-repair,Lap dat & Sua chua,49,Carrier Vietnam,Carrier,"Dieu hoa khong khi. Ky su bao tri, lap dat he thong lanh.",HVAC,large,HCM,,https://www.linkedin.com/jobs/search/?keywords=Carrier+Vietnam&location=Vietnam,https://www.vietnamworks.com/viec-lam?keyword=Carrier+Vietnam,https://www.topcv.vn/viec-lam?keyword=Carrier+Vietnam,https://itviec.com/it-jobs?query=Carrier+Vietnam,,https://vn.indeed.com/jobs?q=Carrier+Vietnam,t,t,2026-04-28 09:43:56.175192+00,2026-04-28 14:37:30.358374+00
114,20,installation-repair,Lap dat & Sua chua,49,Petrolimex,Tập đoàn Xăng dầu VN,Tap doan xang dau lon nhat. Ky thuat vien bao tri tram xang.,Energy,enterprise,Nationwide,https://petrolimex.com.vn/tuyen-dung,https://www.linkedin.com/jobs/search/?keywords=Petrolimex&location=Vietnam,https://www.vietnamworks.com/viec-lam?keyword=Petrolimex,https://www.topcv.vn/viec-lam?keyword=Petrolimex,https://itviec.com/it-jobs?query=Petrolimex,,https://vn.indeed.com/jobs?q=Petrolimex,t,t,2026-04-28 09:43:56.175192+00,2026-04-28 14:37:30.358374+00
115,21,production,San xuat,51,Toyota Vietnam,Toyota Việt Nam,"Hang xe hoi Nhat Ban. Ky su san xuat, kiem soat chat luong o to.",Automotive,enterprise,Vinh Phuc,https://toyota.com.vn/tuyen-dung,https://www.linkedin.com/jobs/search/?keywords=Toyota+Vietnam&location=Vietnam,https://www.vietnamworks.com/viec-lam?keyword=Toyota+Vietnam,https://www.topcv.vn/viec-lam?keyword=Toyota+Vietnam,https://itviec.com/it-jobs?query=Toyota+Vietnam,,https://vn.indeed.com/jobs?q=Toyota+Vietnam,t,t,2026-04-28 09:43:56.175192+00,2026-04-28 14:37:30.358374+00
28,1,management,Quan ly,11,Vingroup,Tập đoàn Vingroup,Tap doan tu nhan lon nhat Viet Nam. Tuyen quan ly cap trung va cao.,Conglomerate,enterprise,Nationwide,https://careers.vingroup.net,https://www.linkedin.com/jobs/search/?keywords=Vingroup&location=Vietnam,https://www.vietnamworks.com/viec-lam?keyword=Vingroup,https://www.topcv.vn/viec-lam?keyword=Vingroup,https://itviec.com/it-jobs?query=Vingroup,,https://vn.indeed.com/jobs?q=Vingroup,t,t,2026-04-28 09:43:56.175192+00,2026-04-28 14:37:30.358374+00
29,1,management,Quan ly,11,FPT Corporation,Tập đoàn FPT,Tap doan cong nghe hang dau. Co hoi quan ly da nganh.,Technology & Retail,enterprise,Nationwide,https://fpt.com.vn/tuyen-dung,https://www.linkedin.com/jobs/search/?keywords=FPT+Corporation&location=Vietnam,https://www.vietnamworks.com/viec-lam?keyword=FPT+Corporation,https://www.topcv.vn/viec-lam?keyword=FPT+Corporation,https://itviec.com/it-jobs?query=FPT+Corporation,,https://vn.indeed.com/jobs?q=FPT+Corporation,t,t,2026-04-28 09:43:56.175192+00,2026-04-28 14:37:30.358374+00
