form_code,question_no,question_key,prompt,options_json,reverse_score
RIASEC180,161,C11,Prepare detailed reports and summaries.,"{""options"":[""Strongly Dislike"",""Dislike"",""Unsure"",""Like"",""Strongly Like""],""scale"":""RIASEC""}",False
RIASEC180,162,C12,Operate office equipment and software.,"{""options"":[""Strongly Dislike"",""Dislike"",""Unsure"",""Like"",""Strongly Like""],""scale"":""RIASEC""}",False
RIASEC180,163,C13,Verify the accuracy of financial transactions.,"{""options"":[""Strongly Dislike"",""Dislike"",""Unsure"",""Like"",""Strongly Like""],""scale"":""RIASEC""}",False
RIASEC180,164,C14,Manage correspondence and communications.,"{""options"":[""Strongly Dislike"",""Dislike"",""Unsure"",""Like"",""Strongly Like""],""scale"":""RIASEC""}",False
RIASEC180,165,C15,Develop and maintain spreadsheets.,"{""options"":[""Strongly Dislike"",""Dislike"",""Unsure"",""Like"",""Strongly Like""],""scale"":""RIASEC""}",False
RIASEC180,166,C16,Coordinate logistics and supply chains.,"{""options"":[""Strongly Dislike"",""Dislike"",""Unsure"",""Like"",""Strongly Like""],""scale"":""RIASEC""}",False
RIASEC180,167,C17,Ensure compliance with regulations.,"{""options"":[""Strongly Dislike"",""Dislike"",""Unsure"",""Like"",""Strongly Like""],""scale"":""RIASEC""}",False
RIASEC180,168,C18,Manage a company's administrative operations.,"{""options"":[""Strongly Dislike"",""Dislike"",""Unsure"",""Like"",""Strongly Like""],""scale"":""RIASEC""}",False
RIASEC180,169,C19,Reconcile bank statements.,"{""options"":[""Strongly Dislike"",""Dislike"",""Unsure"",""Like"",""Strongly Like""],""scale"":""RIASEC""}",False
RIASEC180,170,C20,Maintain accurate records of transactions.,"{""options"":[""Strongly Dislike"",""Dislike"",""Unsure"",""Like"",""Strongly Like""],""scale"":""RIASEC""}",False
RIASEC180,171,C21,Organize and categorize large amounts of data.,"{""options"":[""Strongly Dislike"",""Dislike"",""Unsure"",""Like"",""Strongly Like""],""scale"":""RIASEC""}",False
RIASEC180,172,C22,Avoid detailed or repetitive tasks.,"{""options"":[""Strongly Dislike"",""Dislike"",""Unsure"",""Like"",""Strongly Like""],""scale"":""RIASEC""}",True
RIASEC180,173,C23,Prefer not to work with numbers or data.,"{""options"":[""Strongly Dislike"",""Dislike"",""Unsure"",""Like"",""Strongly Like""],""scale"":""RIASEC""}",True
RIASEC180,174,C24,Dislike following strict rules or procedures.,"{""options"":[""Strongly Dislike"",""Dislike"",""Unsure"",""Like"",""Strongly Like""],""scale"":""RIASEC""}",True
RIASEC180,175,C25,Avoid administrative or clerical work.,"{""options"":[""Strongly Dislike"",""Dislike"",""Unsure"",""Like"",""Strongly Like""],""scale"":""RIASEC""}",True
RIASEC180,176,C26,Prefer not to manage records or files.,"{""options"":[""Strongly Dislike"",""Dislike"",""Unsure"",""Like"",""Strongly Like""],""scale"":""RIASEC""}",True
RIASEC180,177,C27,Dislike working in structured environments.,"{""options"":[""Strongly Dislike"",""Dislike"",""Unsure"",""Like"",""Strongly Like""],""scale"":""RIASEC""}",True
RIASEC180,178,C28,Avoid tasks that require precision and accuracy.,"{""options"":[""Strongly Dislike"",""Dislike"",""Unsure"",""Like"",""Strongly Like""],""scale"":""RIASEC""}",True
RIASEC180,179,C29,Prefer not to do accounting or bookkeeping.,"{""options"":[""Strongly Dislike"",""Dislike"",""Unsure"",""Like"",""Strongly Like""],""scale"":""RIASEC""}",True
RIASEC180,180,C30,Dislike routine office work.,"{""options"":[""Strongly Dislike"",""Dislike"",""Unsure"",""Like"",""Strongly Like""],""scale"":""RIASEC""}",True
